feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K18983	Trt	FV2	0.505648737290204	0.184126282813467	24	24	0.0137771128360006	0.176243877153206	FL
K00067	Trt	AT	-0.180974792152952	0.0658951261553752	24	24	0.0137713345153422	0.176243877153206	FL
K01939	Trt	FV1	0.138244292801321	0.0503814897041099	24	24	0.0138423970699293	0.176539687073124	FL
K05898	Trt	AT	0.511671436290045	0.186509745642324	24	24	0.0138582656317253	0.176539687073124	FL
K18607	Trt	FV2	2.22010003370869	0.809294185385952	24	24	0.0138625798872994	0.176539687073124	FL
K00972	Trt	AT	-0.439369510712281	0.161179751885816	24	24	0.0138648242042795	0.176539687073124	FL
K02786	Trt	AT	1.2086724670881	0.440321200116665	24	24	0.0138125853521368	0.176539687073124	FL
K09019	Trt	AN2	0.983880572097358	0.358582062867074	24	24	0.0138464983387687	0.176539687073124	FL
K01293	Trt	FV1	-1.84544956733871	0.673105368028238	24	24	0.0139079513875539	0.176951437359103	FL
K03797	Trt	AT	-0.217055072049182	0.079234197730421	24	24	0.0139746310675219	0.177661976362294	FL
K00946	Trt	AT	-0.331691725902026	0.121866666017184	24	24	0.0139893405752375	0.1777112203206	FL
K04034	Trt	AT	0.334908782874811	0.123081879480026	24	24	0.0140112373133372	0.177756559747567	FL
K02276	Trt	AN1	0.938959317909484	0.3450899329932	24	24	0.014014587302049	0.177756559747567	FL
K13788	Trt	AT	0.723024204143755	0.264184796014213	24	24	0.0140509063026277	0.177804678520906	FL
K01055	Trt	AT	-0.653487788730254	0.238744392224778	24	24	0.0140399170371417	0.177804678520906	FL
K08353	Trt	FV2	2.64546417415672	0.966510454600851	24	12	0.0140415790080918	0.177804678520906	FL
K11191	Trt	AT	0.648438184600039	0.237033476721955	24	24	0.0140854474175189	0.177830129058746	FL
K11192	Trt	AT	0.648438184600039	0.237033476721955	24	24	0.0140854474175189	0.177830129058746	FL
K16593	Trt	AN1	1.39510734035449	0.513081740471986	24	24	0.0140694934927956	0.177830129058746	FL
K03752	Trt	AN1	0.449430613290787	0.165350130167469	24	24	0.0141000588420555	0.177877665392085	FL
K13939	Trt	FV1	-1.76601158348273	0.645893296645477	24	24	0.0141275036450536	0.17808690221282	FL
K00423	Trt	FV2	1.44531340452024	0.529126967048063	24	24	0.0142078693478923	0.178962409604788	FL
K06152	Trt	AN1	1.38111476689279	0.509279776334877	24	24	0.014285880957642	0.178982771356249	FL
K00045	Trt	AN1	0.883977229120919	0.323918708954087	24	24	0.0142822909264166	0.178982771356249	FL
K03186	Trt	AN1	0.325116544735311	0.119857456495366	24	24	0.0142667965156169	0.178982771356249	FL
K04718	Trt	FV1	-0.673013776406943	0.246621854881235	24	24	0.0142846683813623	0.178982771356249	FL
K09019	Trt	FV1	0.978856449864933	0.358582062867074	24	24	0.0142587559433323	0.178982771356249	FL
K13953	Trt	AT	0.976968437766629	0.357954411558986	24	24	0.0142733232126217	0.178982771356249	FL
K01495	Trt	FV1	0.203220104716563	0.0749353880846596	24	24	0.0142846725072013	0.178982771356249	FL
K22373	Trt	FV2	0.306704960775106	0.112451173420669	24	24	0.014328972335468	0.179170000391942	FL
K00157	Trt	AT	-2.38384797318465	0.874070219880171	24	23	0.0143336000313554	0.179170000391942	FL
K12997	Trt	AT	0.573767879104086	0.210361192316152	24	24	0.0143263742692493	0.179170000391942	FL
K03476	Trt	AN2	0.342863242327138	0.125752335139907	24	24	0.0143576030577841	0.179333351216801	FL
K13656	Trt	FV2	1.74712556342545	0.640910582975579	24	24	0.0143723550536656	0.179380991537379	FL
K18277	Trt	AT	2.40017319892371	0.880694929557074	24	21	0.0143930500392145	0.179502677295146	FL
K12529	Trt	AN2	0.537302371347096	0.197278182329041	24	24	0.0144455362922552	0.180020361088895	FL
K00793	Trt	AN1	0.350726610394575	0.128888492265148	24	24	0.014518657889292	0.180794221248587	FL
K02843	Trt	FV1	0.868594525315716	0.319277879016644	24	24	0.0145388946152385	0.180908855606914	FL
K01857	Trt	FV2	-0.852925454085515	0.313722957261294	24	24	0.014592961621879	0.181443950416084	FL
K06118	Trt	FV2	2.51033008075397	0.929586260970634	24	23	0.0146367031522415	0.181849948255121	FL
K22099	Trt	AT	-3.79186234709153	1.39729618941832	24	24	0.0147465242472872	0.182110691005655	FL
K21057	Trt	AT	1.03028097745053	0.381781414584162	24	24	0.0146948268374263	0.182110691005655	FL
K00762	Trt	AN1	0.163300281869406	0.0601661222194178	24	24	0.0147328902180788	0.182110691005655	FL
K15358	Trt	AT	-1.01220517646966	0.37295328464947	24	24	0.0147368923865537	0.182110691005655	FL
K20447	Trt	AN1	0.387320072759902	0.142699181464603	24	24	0.0147302712864277	0.182110691005655	FL
K15577	Trt	AT	-0.986788412911973	0.363322312279513	24	24	0.0146758121907472	0.182110691005655	FL
K21364	Trt	AN2	-1.06712315197089	0.393120637519473	24	24	0.014722542111348	0.182110691005655	FL
K02276	Trt	FV1	0.931422818759015	0.3450899329932	24	24	0.0146805452826557	0.182110691005655	FL
K13017	Trt	AT	-0.629771382779705	0.233597868948226	24	24	0.0147777728747915	0.182265988232078	FL
K20455	Trt	FV2	0.857800726445153	0.316308440532529	24	24	0.0148021565076001	0.182265988232078	FL
K03752	Trt	AT	-0.44564218064667	0.165350130167469	24	24	0.0148035546539712	0.182265988232078	FL
K12529	Trt	AT	0.535057716581856	0.197278182329041	24	24	0.0147932842534507	0.182265988232078	FL
K01220	Trt	AT	1.05666806858062	0.392137444388286	24	24	0.0148194508803431	0.182324827034979	FL
K00075	Trt	AT	-0.146839206451283	0.0541671456355829	24	24	0.0148349324755998	0.182378480209772	FL
K13547	Trt	AT	-1.89073186306171	0.702008930648821	24	21	0.0148610615700011	0.182465800249944	FL
K22212	Trt	AT	1.05024283809263	0.389955867467472	24	24	0.0148642871423125	0.182465800249944	FL
K01027	Trt	AT	-1.89464538410297	0.699369493611393	24	20	0.0148901204390335	0.182588356573751	FL
K08798	Trt	FV1	1.043301904318	0.385142828409941	24	24	0.0148965378716877	0.182588356573751	FL
K14452	Trt	AT	2.59990201613539	0.966121152970868	24	17	0.0149319848728722	0.182776107756904	FL
K17458	Trt	AT	2.88095394916619	1.06400014457137	24	17	0.0149341453898933	0.182776107756904	FL
K01684	Trt	AN2	0.273510037434038	0.101039878427113	24	24	0.0149563642835698	0.182787348460329	FL
K14374	Trt	FV2	1.39517256190297	0.51540966801174	24	24	0.0149573549776684	0.182787348460329	FL
K03079	Trt	AN2	0.216939657098639	0.0801618989838229	24	24	0.0149776978855983	0.182899661447365	FL
K16094	Trt	AT	-1.27537918593162	0.471574392985037	24	24	0.0150327171261889	0.183434941123139	FL
K01360	Trt	AT	-2.94016639187515	1.08819837378797	24	24	0.0151160351910718	0.184314481140206	FL
K00848	Trt	AT	0.423756363666765	0.156874113017186	24	24	0.0151354595196669	0.184414217030117	FL
K01103	Trt	AT	1.628785725926	0.606828217528894	24	24	0.0151545697661779	0.184509980820577	FL
K03476	Trt	AT	0.339548136525047	0.125752335139907	24	24	0.0151708015812385	0.18457058303584	FL
K12506	Trt	AT	-0.880008297416549	0.326071510731837	24	24	0.0152124661066956	0.184940284766351	FL
K20117	Trt	AT	0.508957802096056	0.188694653090192	24	24	0.0152621999535881	0.185133194703288	FL
K20118	Trt	AT	0.508957802096056	0.188694653090192	24	24	0.0152621999535881	0.185133194703288	FL
K01835	Trt	FV2	-0.137407015532157	0.0512525441168449	24	24	0.0152550662932322	0.185133194703288	FL
K17499	Trt	AT	1.84434838635739	0.68392931875899	24	24	0.0152801006955783	0.185213341764585	FL
K15634	Trt	AN1	-0.348243479720144	0.129214604218931	24	24	0.0153317167089982	0.185475170960043	FL
K22305	Trt	AT	0.520409855024758	0.193105138364384	24	24	0.0153356299891353	0.185475170960043	FL
K12252	Trt	FV2	0.752401757244692	0.279129896691482	24	24	0.0153174173576772	0.185475170960043	FL
K17490	Trt	AT	0.440917102386255	0.163680668562426	24	24	0.0153738164196211	0.185799992101537	FL
K08969	Trt	AT	0.743199330456138	0.277761445062276	24	24	0.0154275279108947	0.186311824549833	FL
K00868	Trt	AT	0.339686982751156	0.126205698654918	24	24	0.0154454917933029	0.186391512443096	FL
K02276	Trt	FV2	0.922916327286914	0.3450899329932	24	24	0.0154685129480394	0.186532067902828	FL
K16876	Trt	AN2	-1.18327974421533	0.439905841978678	24	24	0.0154999244507161	0.186636388393352	FL
K02231	Trt	FV1	-0.378575434315988	0.140732640575259	24	24	0.0154939403383091	0.186636388393352	FL
K21364	Trt	AN1	-1.05723471878395	0.393120637519473	24	24	0.0155163742621092	0.1866973865727	FL
K00450	Trt	AT	2.1726535694132	0.808388887161794	24	24	0.0155716447843715	0.187225054592149	FL
K02586	Trt	AN1	0.568288090386939	0.211651468188071	24	24	0.0156567977588373	0.187990407053094	FL
K01442	Trt	FV2	-0.436500075354039	0.162571393366042	24	24	0.0156582253679589	0.187990407053094	FL
K17531	Trt	AN1	3.00124711215271	1.11865412022469	24	18	0.0157257976415037	0.188166399663476	FL
K13695	Trt	FV2	0.660051251479842	0.246033206687606	24	24	0.0157302520694284	0.188166399663476	FL
K09913	Trt	AN2	-0.613148951692875	0.22984554147034	24	24	0.0156917593449424	0.188166399663476	FL
K05351	Trt	AT	0.952859569428927	0.35514208497481	24	24	0.0157215790376679	0.188166399663476	FL
K00824	Trt	AT	0.411304401962681	0.153290896477876	24	24	0.0157174841676639	0.188166399663476	FL
K16860	Trt	AT	-1.18505617345185	0.444502281129263	24	21	0.015745899356439	0.188216289683381	FL
K01664	Trt	AT	1.04227848518231	0.391029189812494	24	24	0.0157643932801523	0.188300109100143	FL
K15314	Trt	AT	-3.70283557925893	1.38145020699848	24	24	0.01580832593515	0.188687442020713	FL
K01387	Trt	FV2	-1.23658069127703	0.464583458750961	24	24	0.0158909105215163	0.189122592563765	FL
K13767	Trt	AN1	0.877536190644376	0.327621986770855	24	24	0.0158708798802076	0.189122592563765	FL
K15052	Trt	FV1	-1.9460582320397	0.726667139976168	24	11	0.0158855051315381	0.189122592563765	FL
K02781	Trt	AT	0.594737232637746	0.222022506412515	24	24	0.0158635127900677	0.189122592563765	FL
K13038	Trt	AT	0.34389252726499	0.128470045124967	24	24	0.0159262499980317	0.189405728765569	FL
K08964	Trt	FV2	1.62184723547145	0.606257723071369	24	24	0.0159811703215201	0.189783630175909	FL
K08672	Trt	AT	-2.22054401755383	0.830043125245278	24	8	0.0159799259754773	0.189783630175909	FL
K00765	Trt	AT	0.239489763019718	0.0900799465553634	24	24	0.0159941772680067	0.189800656436549	FL
K14449	Trt	FV1	2.13722840562543	0.79925268734835	24	21	0.0160193083392682	0.189879427453527	FL
K13273	Trt	FV1	-3.05920819763433	1.14439916067066	24	17	0.0160471272225968	0.189879427453527	FL
K04778	Trt	AT	1.64883141229983	0.616717785301676	24	7	0.0160351432075356	0.189879427453527	FL
K05366	Trt	FV2	-0.105373878753462	0.039655007557508	24	24	0.0160406001781449	0.189879427453527	FL
K01665	Trt	FV2	0.963362374513922	0.360450641974685	24	24	0.0160651600656865	0.189955749875456	FL
K21464	Trt	FV1	-0.436844693676497	0.163574981049342	24	24	0.016133975017444	0.190631981474123	FL
K18677	Trt	AT	2.89990574494404	1.08670298205037	24	21	0.0162037382778183	0.191318436109589	FL
K00548	Trt	AT	0.324721528551274	0.122477053230587	24	24	0.0162447173357443	0.191664290867774	FL
K14940	Trt	AT	-2.44335114392884	0.91631731609709	24	24	0.0162728765359456	0.191858501214599	FL
K11427	Trt	AT	2.93470717190893	1.10101074999874	24	20	0.0163075860380595	0.192085133032548	FL
K18067	Trt	FV2	0.573805284759966	0.21529276317192	24	24	0.0163155237996548	0.192085133032548	FL
K19793	Trt	AT	0.849153123873134	0.320785214973845	24	24	0.0163887240831385	0.192256849043971	FL
K13317	Trt	AT	2.59477033853196	0.974286962016073	24	21	0.0163829511015853	0.192256849043971	FL
K13704	Trt	FV1	1.10037682928826	0.413193804600098	24	21	0.0163880518021811	0.192256849043971	FL
K08672	Trt	FV2	-2.21156300319969	0.830043125245278	24	8	0.0163439755785045	0.192256849043971	FL
K01444	Trt	AT	0.911450681684946	0.342165386643601	24	24	0.0163651766968506	0.192256849043971	FL
K00283	Trt	AT	0.56559715670558	0.212439737072214	24	24	0.0164123561898944	0.192396455692829	FL
K12984	Trt	FV1	0.482894818314344	0.181402483148935	24	24	0.0164253687293314	0.192411462257883	FL
K08325	Trt	FV2	-0.496423466052867	0.186527206150196	24	24	0.0164461571694144	0.192438327554283	FL
K15664	Trt	FV1	-0.611319674626441	0.229711095271529	24	24	0.0164511301970186	0.192438327554283	FL
K00600	Trt	AT	-0.129804916877216	0.0488119716257944	24	24	0.0165186822365683	0.193090797348339	FL
K16593	Trt	FV1	1.35599996904474	0.513081740471986	24	24	0.0165366615904085	0.193163283534687	FL
K15945	Trt	AN1	-3.02151153378637	1.1436763073616	24	19	0.0165689856686801	0.193329227587985	FL
K13007	Trt	FV1	-0.796252093785736	0.299605999762514	24	24	0.016574444755409	0.193329227587985	FL
K21063	Trt	AT	0.620780826588538	0.235029699743432	24	24	0.016591469238807	0.193390259784247	FL
K09021	Trt	AT	0.739802125555291	0.278708284418602	24	24	0.0166874593117526	0.193409422411832	FL
K05898	Trt	AN2	0.495143135950863	0.186509745642324	24	24	0.0166739903838101	0.193409422411832	FL
K11427	Trt	AN2	2.92342370179281	1.10101074999874	24	20	0.0166589568615484	0.193409422411832	FL
K12992	Trt	AT	0.768732108858835	0.291184964187965	24	24	0.0166361456925358	0.193409422411832	FL
K14682	Trt	FV1	0.474640485994995	0.178749307015528	24	24	0.0166546778216819	0.193409422411832	FL
K01903	Trt	FV2	-0.455569482084803	0.172611020459951	24	24	0.0166617750972608	0.193409422411832	FL
K14727	Trt	AT	0.617481241473837	0.232569910715182	24	24	0.0166653020904629	0.193409422411832	FL
K00380	Trt	AN1	0.876039087325744	0.330019157379024	24	24	0.0166835079973667	0.193409422411832	FL
K00812	Trt	FV1	0.217445134188846	0.081950424341236	24	24	0.0167229440267627	0.193683814999229	FL
K16818	Trt	AT	2.74554577336579	1.03506549323085	24	14	0.0167521938089567	0.193885658762801	FL
K18277	Trt	AN1	2.33541788257642	0.880694929557074	24	21	0.0167781048250846	0.19391185280577	FL
K19028	Trt	AT	0.930601748264952	0.350895802037264	24	24	0.0167681873338085	0.19391185280577	FL
K02775	Trt	AT	0.320669714459985	0.120946459358449	24	24	0.016793935726283	0.193958130923268	FL
K01071	Trt	AN1	-0.529383680459461	0.199819107341706	24	24	0.016864636776485	0.194057303335845	FL
K00261	Trt	AT	-0.541734561487813	0.204488259210146	24	24	0.0168679225520466	0.194057303335845	FL
K05783	Trt	FV2	1.83586478724419	0.697140874455886	24	24	0.0168692432060021	0.194057303335845	FL
K09019	Trt	AN1	0.950066029167404	0.358582062867074	24	24	0.0168578614469797	0.194057303335845	FL
K05884	Trt	AT	-0.498334392767777	0.188117356522606	24	24	0.0168735191802997	0.194057303335845	FL
K00008	Trt	FV1	-0.329788098581315	0.12447482599447	24	24	0.0168603793987694	0.194057303335845	FL
K09662	Trt	FV2	2.40293967022403	0.907253305005428	24	23	0.0168901396840941	0.194112327133246	FL
K11191	Trt	AN1	0.627587731420438	0.237033476721955	24	24	0.0169221723881099	0.194208276532542	FL
K11192	Trt	AN1	0.627587731420438	0.237033476721955	24	24	0.0169221723881099	0.194208276532542	FL
K16179	Trt	AT	-1.32484560490588	0.503623100961127	24	24	0.016968851744248	0.194607810213754	FL
K01728	Trt	AT	0.675701523722766	0.255405754419652	24	24	0.0169952875771327	0.194638768341464	FL
K05366	Trt	AT	-0.104289392704756	0.039655007557508	24	24	0.0169943444539332	0.194638768341464	FL
K20444	Trt	FV2	0.403991574399147	0.153683915744292	24	24	0.0170374059269794	0.194848993865036	FL
K00665	Trt	AT	2.16885905620094	0.82008663164448	24	22	0.0170281357209395	0.194848993865036	FL
K10805	Trt	AT	0.952591018681147	0.360455630257404	24	24	0.0170965021352813	0.195388595831787	FL
K09789	Trt	FV1	-1.70107069241957	0.644077328706144	24	24	0.0171549969217094	0.195762473410367	FL
K12527	Trt	AT	0.341033593655362	0.129204891509029	24	24	0.0172127114349897	0.195762473410367	FL
K01434	Trt	FV2	1.11762689101881	0.425731924021485	24	24	0.0171646080965097	0.195762473410367	FL
K04718	Trt	AN2	-0.651021463660306	0.246621854881235	24	24	0.0172028226162748	0.195762473410367	FL
K04718	Trt	AT	0.651015105011363	0.246621854881235	24	24	0.0172037435002348	0.195762473410367	FL
K16871	Trt	FV1	1.23073910528136	0.469056718756806	24	24	0.0172127735766921	0.195762473410367	FL
K16242	Trt	FV1	1.02220580015016	0.387161544007041	24	24	0.0171849442942933	0.195762473410367	FL
K22186	Trt	FV2	1.03840017294716	0.393522710963354	24	24	0.0172394969099371	0.195930526211343	FL
K07516	Trt	AT	0.657828797752656	0.249388792939776	24	24	0.017274098258375	0.196052049437612	FL
K05573	Trt	FV1	-2.77393386112205	1.05161167490964	24	18	0.0172730628088551	0.196052049437612	FL
K04765	Trt	AT	-0.896348857953006	0.342031371390926	24	24	0.0173291352711015	0.196487194858082	FL
K00405	Trt	FV1	0.672546354784839	0.256651653267834	24	24	0.0173364006682711	0.196487194858082	FL
K03918	Trt	AT	-2.70500142489874	1.03244286113131	24	24	0.0173533077935456	0.196542988821925	FL
K09574	Trt	AN1	2.24497060767262	0.857082082454814	24	24	0.0173782954018731	0.196690161898357	FL
K18277	Trt	FV2	2.31851808054703	0.880694929557074	24	21	0.0174601922615004	0.197480795233522	FL
K11752	Trt	FV2	0.419464803717073	0.159492213108308	24	24	0.0175545825523006	0.198399646254518	FL
K02805	Trt	FV1	-0.502531927599387	0.191122806394762	24	24	0.0175777247565741	0.198399646254518	FL
K11154	Trt	AN1	-1.53254720887396	0.582851033730801	24	24	0.0175765891054327	0.198399646254518	FL
K08307	Trt	AN1	-0.351508509014441	0.133722699895696	24	24	0.0176043250326454	0.198563225952809	FL
K03416	Trt	FV2	1.52436790280693	0.58001957103094	24	24	0.0176227979282633	0.19863497321204	FL
K04073	Trt	AT	0.93842374358379	0.35717927466619	24	24	0.017652544715892	0.198833608063619	FL
K00198	Trt	AT	0.493144056474021	0.187782754198794	24	24	0.0176956889298599	0.198932771370327	FL
K21193	Trt	AT	1.95878574192863	0.745778151575468	24	24	0.0176825623733227	0.198932771370327	FL
K01281	Trt	AT	0.595200116549257	0.226649177233522	24	24	0.0176977386237382	0.198932771370327	FL
K19180	Trt	FV2	-0.72804136750459	0.27739642241239	24	24	0.0177540913250618	0.199020572611766	FL
K18024	Trt	FV2	2.584981553349	0.984867863253661	24	14	0.0177486923995926	0.199020572611766	FL
K15789	Trt	AN1	-1.11882409794002	0.426205146712952	24	24	0.01773454415893	0.199020572611766	FL
K08814	Trt	FV1	-2.59899674354494	0.989932093725688	24	23	0.0177219585975757	0.199020572611766	FL
K01222	Trt	FV1	-0.665958027500352	0.254027561478002	24	24	0.0178631614611251	0.199980369257012	FL
K16417	Trt	FV1	2.71228759006105	1.0346034386626	24	24	0.0178641000586294	0.199980369257012	FL
K00108	Trt	FV1	0.769650382928163	0.295517074391577	24	24	0.0179319502075719	0.200602990043778	FL
K12984	Trt	AN1	0.474989870596394	0.181402483148935	24	24	0.0179807663644407	0.201011975716992	FL
K13706	Trt	FV2	2.17441608138915	0.835800980101839	24	14	0.0180387573344842	0.201522902101867	FL
K00374	Trt	FV2	0.641566191658404	0.245417737993855	24	24	0.0181397952694968	0.202513711654014	FL
K15741	Trt	FV1	1.64078036574737	0.627776078606138	24	24	0.0181601193784676	0.202602692385625	FL
K00559	Trt	AT	0.533006283015374	0.204163039277972	24	24	0.0182713956048037	0.203705566226228	FL
K19028	Trt	AN2	0.915543844567235	0.350895802037264	24	24	0.0183292792010274	0.203796731455491	FL
K15665	Trt	AN1	-0.844679896720124	0.323696929969782	24	24	0.0183172909560245	0.203796731455491	FL
K13315	Trt	FV2	0.78823129828037	0.302027902983859	24	24	0.0183052114260276	0.203796731455491	FL
K01509	Trt	FV1	-2.43187373982595	0.932012030302981	24	21	0.0183250546302146	0.203796731455491	FL
K01444	Trt	FV1	-0.892639147081064	0.342165386643601	24	24	0.018343215954719	0.203813510607989	FL
K10679	Trt	AT	0.639168182189186	0.246534741429177	24	24	0.0183826930354483	0.204113856317774	FL
K06134	Trt	FV2	1.06486778363844	0.410970620248944	24	24	0.0184408808257085	0.204621411056576	FL
K19028	Trt	FV2	0.914355001967177	0.350895802037264	24	24	0.0184582627802513	0.204675800943963	FL
K20451	Trt	AT	0.41866092478318	0.160912699391059	24	24	0.0186110552537925	0.206091361351923	FL
K20151	Trt	AT	0.861859813205344	0.333181917923687	24	24	0.0186100949724542	0.206091361351923	FL
K11855	Trt	AT	2.10390180753829	0.814172586546543	24	23	0.0187141526139682	0.20709318682124	FL
K04783	Trt	FV1	1.03152071547919	0.399330345116932	24	24	0.0187523569242243	0.207287412032845	FL
K11752	Trt	FV1	0.414289090056524	0.159492213108308	24	24	0.0187749211876282	0.207287412032845	FL
K12436	Trt	AN1	-0.670919860678996	0.259840364285345	24	24	0.0187949013227341	0.207287412032845	FL
K01428	Trt	FV2	0.625352685763579	0.240732517009045	24	24	0.0187688266562614	0.207287412032845	FL
K14127	Trt	AT	-0.674856977515422	0.261334937598675	24	24	0.0187831252856123	0.207287412032845	FL
K00057	Trt	FV1	0.197930009208163	0.0762341982126452	24	24	0.0188219171655412	0.207445861233115	FL
K01630	Trt	AT	0.416616288720273	0.160530459473202	24	24	0.0188645290037611	0.207527492516483	FL
K05341	Trt	AT	0.348080433450885	0.134109083273643	24	24	0.0188545994241968	0.207527492516483	FL
K00011	Trt	FV2	-0.682188469897287	0.262900664366451	24	24	0.018879940172841	0.207527492516483	FL
K07758	Trt	FV2	2.61342574387101	1.01297493585122	24	14	0.0188777052048633	0.207527492516483	FL
K02297	Trt	FV1	1.39230976217711	0.537038500379582	24	24	0.0189692368140929	0.208369379605575	FL
K03886	Trt	FV2	0.514092572416983	0.198459826427396	24	24	0.019054037088523	0.209160781962367	FL
K18372	Trt	FV2	0.379763788229616	0.146649102446862	24	24	0.0190856604631897	0.20936778033198	FL
K00798	Trt	AT	-0.316155859338802	0.122810558118862	24	24	0.0191012429763958	0.209398652949794	FL
K14412	Trt	AT	2.15349379373164	0.836714778059754	24	8	0.0191248361599875	0.209517243168868	FL
K10534	Trt	AT	1.5487522616155	0.598831836168738	24	24	0.0192169896183884	0.209738920422035	FL
K09882	Trt	AN1	0.686084283398476	0.265204531449889	24	24	0.0191887695534402	0.209738920422035	FL
K13876	Trt	FV2	1.9337410278052	0.751892762945414	24	23	0.019201883413754	0.209738920422035	FL
K01584	Trt	FV2	0.441926972928618	0.170853197550252	24	24	0.0192050970646748	0.209738920422035	FL
K01535	Trt	FV2	-0.935798305356123	0.361844626764385	24	24	0.0192209953414842	0.209738920422035	FL
K08582	Trt	AT	1.39734124939	0.540313447223748	24	24	0.0192218047191658	0.209738920422035	FL
K01631	Trt	AT	-0.875530396488088	0.340632361681529	24	24	0.0192632281942429	0.209911589624972	FL
K12989	Trt	AT	0.947667713550324	0.366571974099796	24	24	0.0192596300324057	0.209911589624972	FL
K07010	Trt	AN1	-0.294529535544897	0.113955981976497	24	24	0.0192845222239708	0.210004093275645	FL
K00926	Trt	AT	-0.316733779406452	0.123279125935386	24	24	0.0193064289285326	0.210027654892481	FL
K01455	Trt	AT	1.02071254162486	0.397304355498894	24	24	0.0193122989986501	0.210027654892481	FL
K01434	Trt	FV1	1.09335475734196	0.425731924021485	24	24	0.0193494869445661	0.210292634785211	FL
K02363	Trt	FV1	0.895002241373299	0.346546178272812	24	24	0.0193625535373805	0.210295283452345	FL
K01440	Trt	AT	2.47692423805439	0.959575234393143	24	20	0.0194171285910664	0.210316429963584	FL
K00381	Trt	FV1	0.730596524237535	0.284751995621184	24	24	0.0194489389462236	0.210316429963584	FL
K02586	Trt	AT	0.54641380826286	0.211651468188071	24	24	0.0194012454112456	0.210316429963584	FL
K16842	Trt	AT	1.62702442897878	0.630623132960546	24	24	0.0194670939441903	0.210316429963584	FL
K19668	Trt	AT	0.774970103241547	0.300289220069417	24	24	0.0194382183301421	0.210316429963584	FL
K11177	Trt	FV2	0.570460973488532	0.221026453783249	24	24	0.0194295225862058	0.210316429963584	FL
K00846	Trt	FV2	-2.03289474143333	0.787255111204858	24	23	0.0193776784230232	0.210316429963584	FL
K15376	Trt	FV1	-0.825715902561852	0.320019071806693	24	24	0.0194597875346831	0.210316429963584	FL
K00547	Trt	AT	0.550632241017782	0.213633277907911	24	24	0.0195702932446415	0.211292171963213	FL
K16593	Trt	AN2	1.31457361516142	0.513081740471986	24	24	0.0195967610606458	0.211438737759599	FL
K02190	Trt	AT	-0.444527563831535	0.172581040191919	24	24	0.0196392005431972	0.211757323411199	FL
K15789	Trt	AN2	-1.09724565718988	0.426205146712952	24	24	0.0196922311601532	0.212147982508874	FL
K00939	Trt	FV2	-0.11219199942098	0.0435827242725663	24	24	0.0197013034976229	0.212147982508874	FL
K07542	Trt	FV2	1.18240015694178	0.459385763048743	24	24	0.0197158983210713	0.212165834951161	FL
K03153	Trt	AT	0.93849178259455	0.364734005341854	24	24	0.0197479106247546	0.212370973276049	FL
K01256	Trt	FV1	-0.529016716100435	0.205657065785818	24	24	0.0197789307149135	0.212565179373907	FL
K09846	Trt	AT	1.30157699759412	0.509182253716958	24	24	0.0198403738370438	0.212584167824509	FL
K01758	Trt	FV1	-0.567043527224627	0.221803825264918	24	24	0.019827974641912	0.212584167824509	FL
K15576	Trt	AN1	1.11117667077728	0.434717904386193	24	24	0.0198455098133734	0.212584167824509	FL
K03270	Trt	AN1	0.319713856293024	0.124337861909465	24	24	0.0198194809169259	0.212584167824509	FL
K13307	Trt	AN2	-2.59300553656701	1.00832930309812	24	18	0.0198090789578306	0.212584167824509	FL
K13007	Trt	AN1	-0.77007066230443	0.299605999762514	24	24	0.0198625917487127	0.212628266761677	FL
K00282	Trt	AT	0.544863408025812	0.212195796485179	24	24	0.0199668401239916	0.213432418032553	FL
K01627	Trt	FV2	0.30520154373979	0.119563831492186	24	24	0.0199897679328049	0.213432418032553	FL
K00697	Trt	AN1	1.12211524204379	0.436947030774686	24	24	0.0199527762235036	0.213432418032553	FL
K20023	Trt	AN1	0.556954944829553	0.216945770484067	24	24	0.0199868015694891	0.213432418032553	FL
K01597	Trt	FV2	-1.0056461159111	0.391955580145385	24	24	0.0200503362512235	0.213939827273953	FL
K00841	Trt	FV2	-0.673502409674239	0.262621984549298	24	24	0.0200992726101338	0.214322542786862	FL
K13810	Trt	AT	-1.45751648230484	0.568564261347274	24	24	0.0201419056897901	0.214536308958105	FL
K12995	Trt	FV1	-0.492142688435309	0.191986955202747	24	24	0.0201454826704562	0.214536308958105	FL
K02120	Trt	AT	-0.486979586893966	0.191112411806162	24	24	0.0201784286192761	0.214747715351154	FL
K16593	Trt	FV2	1.30681653286803	0.513081740471986	24	24	0.0202264344609885	0.215119017613626	FL
K02594	Trt	AT	-0.587454554190455	0.230786271209825	24	24	0.0202919070851518	0.215528355040206	FL
K00718	Trt	AT	-1.02522181150552	0.400455284989923	24	24	0.020281947292092	0.215528355040206	FL
K00215	Trt	FV1	0.168429328318549	0.0658270895686488	24	24	0.0203437740001365	0.215528355040206	FL
K00602	Trt	FV1	0.189882445506344	0.074612757271132	24	24	0.0203149257867752	0.215528355040206	FL
K21308	Trt	AT	-0.797188813797952	0.313322330109699	24	24	0.0203402799563319	0.215528355040206	FL
K09591	Trt	FV1	-1.06669363077943	0.41680706367587	24	24	0.0203211790791321	0.215528355040206	FL
K00222	Trt	FV1	-1.59343965370135	0.623064887960378	24	24	0.0203958423109648	0.215846680221133	FL
