feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K11181	Trt	FV1	0.777267186643681	0.24499949234059	24	24	0.0055669510142432	0.103010615410615	FL
K00273	Trt	AN2	0.762663216092287	0.240562300244385	24	24	0.0055932180947043	0.103010615410615	FL
K08357	Trt	FV2	0.854101127540205	0.271620828017245	24	24	0.0056060118979621	0.103070173908721	FL
K00694	Trt	AT	0.633746373634181	0.200025488306169	24	24	0.0056174012008523	0.103163919030212	FL
K11833	Trt	AT	3.52940469968528	1.12307837242807	24	18	0.0056287279856271	0.103256307566315	FL
K02361	Trt	AT	0.592356646959339	0.187107373594868	24	24	0.0056472157800767	0.103364217403191	FL
K00683	Trt	AT	-1.00725073745735	0.318133756883432	24	24	0.0056440782243212	0.103364217403191	FL
K00242	Trt	FV1	1.22610581007456	0.390455750021577	24	24	0.0056587310152679	0.103459519119727	FL
K18851	Trt	AN1	3.64531943773541	1.15230116636388	24	23	0.005675828010788	0.103656547190339	FL
K11541	Trt	FV1	-1.99930205215015	0.632418947990986	24	24	0.0057021788451928	0.103791046682755	FL
K13293	Trt	AT	2.1305447235877	0.673914756370842	24	24	0.0057010959064731	0.103791046682755	FL
K01586	Trt	AT	0.380861304652795	0.120440624731946	24	24	0.0056914580511299	0.103791046682755	FL
K20810	Trt	FV1	-0.55809931851005	0.17660728354404	24	24	0.0057174142541279	0.103952986438689	FL
K16126	Trt	AT	-1.57017368573836	0.496992848525934	24	24	0.0057268342523941	0.104008949877369	FL
K14451	Trt	AT	3.15808299184928	0.999908703907958	24	17	0.0057388707485618	0.104112256942936	FL
K01007	Trt	AT	-0.950850390581867	0.301107666504748	24	24	0.0057454020442279	0.104115572956174	FL
K01755	Trt	AT	0.294157408922585	0.0931825675859599	24	24	0.0057584498955622	0.104121916523947	FL
K08672	Trt	AN2	-2.62061706298518	0.830043125245278	24	8	0.0057532560245773	0.104121916523947	FL
K02586	Trt	FV1	0.667652534436932	0.211651468188071	24	24	0.0057869113258008	0.104521305884509	FL
K00251	Trt	AT	1.53387442658113	0.486616420168619	24	24	0.0058164206867393	0.104938723061084	FL
K00615	Trt	AT	-0.231070723823585	0.0733305698589295	24	24	0.005829413693451	0.105057565464392	FL
K07046	Trt	AN1	1.01341455179912	0.324207691025965	24	24	0.005839777498578	0.105098774901629	FL
K08672	Trt	FV1	-2.61453481498295	0.830043125245278	24	8	0.005844517238432	0.105098774901629	FL
K01848	Trt	AT	0.553490649025365	0.175772369405749	24	24	0.0058567343383584	0.105120768883982	FL
K03182	Trt	AT	0.583480504604406	0.186752431959392	24	24	0.0058585599243877	0.105120768883982	FL
K06134	Trt	FV1	1.28369602390062	0.410970620248944	24	24	0.0058685979608827	0.105185799517462	FL
K02274	Trt	AN1	0.957394040793759	0.306681483235187	24	24	0.0058915846543306	0.105482520012034	FL
K01139	Trt	AT	0.395684113272504	0.126851370676102	24	24	0.0059240925822227	0.10594887497105	FL
K17227	Trt	AT	2.27192565692491	0.723638066315817	24	22	0.0059750725849335	0.106744216114282	FL
K00602	Trt	AT	0.23240495991133	0.074612757271132	24	24	0.0059821983259458	0.106755225838424	FL
K12111	Trt	AT	-0.770794401280776	0.247595336900738	24	24	0.0060044187453401	0.106919074292702	FL
K04118	Trt	FV2	1.46907100659066	0.46821914159682	24	24	0.0060009958287828	0.106919074292702	FL
K11835	Trt	AT	2.12636237687501	0.683172936368191	24	24	0.0060128524827782	0.10695312442252	FL
K15226	Trt	FV1	-1.53519892787117	0.493707249105734	24	24	0.0060517680426687	0.107143965221825	FL
K11787	Trt	FV1	-2.70444367078011	0.862958044362158	24	6	0.0060481750224071	0.107143965221825	FL
K00795	Trt	AT	-1.24068011601714	0.398799845965941	24	24	0.0060319106857384	0.107143965221825	FL
K15944	Trt	FV1	2.92680886348927	0.941186760040866	24	22	0.006049549560236	0.107143965221825	FL
K17579	Trt	AT	2.20675836896989	0.704404799960035	24	23	0.0060627804710886	0.107143965221825	FL
K00242	Trt	AN1	1.2138239085482	0.390455750021577	24	24	0.0060623292356862	0.107143965221825	FL
K19956	Trt	AT	0.448525842847367	0.144361003432498	24	24	0.0060857556098496	0.10738363402171	FL
K03693	Trt	AT	1.32934255087167	0.424607796243985	24	24	0.0060894377829384	0.10738363402171	FL
K01458	Trt	AT	-2.0874258827224	0.672056648095116	24	24	0.0060983799299966	0.107425811871047	FL
K00918	Trt	AN1	-0.644433787562549	0.206164631182484	24	24	0.0061542254234015	0.108293237064147	FL
K20445	Trt	AT	-1.35670592909279	0.434541116693389	24	24	0.0062027786278731	0.109030621111596	FL
K00149	Trt	AT	1.23948611091991	0.397327689974016	24	24	0.0062374840641276	0.109205021392678	FL
K00035	Trt	AT	-1.809436448167	0.579877609556947	24	24	0.006226522284559	0.109205021392678	FL
K13747	Trt	AT	0.809773024490802	0.259506285777723	24	24	0.006225712921309	0.109205021392678	FL
K00242	Trt	AT	1.20868728194116	0.390455750021577	24	24	0.0062393356734719	0.109205021392678	FL
K00141	Trt	FV1	3.13158478306598	1.00437541335842	24	22	0.0062591094448358	0.109434322916107	FL
K00812	Trt	FV2	0.255433331738695	0.081950424341236	24	24	0.006272780719139	0.109556553561108	FL
K12670	Trt	AT	2.68230100597584	0.864249081304916	24	18	0.006454271317956	0.112486768984569	FL
K00656	Trt	AT	0.297936739210366	0.0967213016524389	24	24	0.0064503769046405	0.112486768984569	FL
K13327	Trt	AT	0.665293816145535	0.214776283870228	24	24	0.0065378918469347	0.113823170158948	FL
K02121	Trt	AT	-0.616375125015928	0.20060340309177	24	24	0.0065606240178098	0.114097809005388	FL
K01464	Trt	AT	0.354629261595811	0.114603813584944	24	24	0.0065831463417743	0.114368220344384	FL
K12554	Trt	AT	1.21465144531517	0.39273000504544	24	24	0.0066050730591989	0.11462772293213	FL
K14451	Trt	FV2	3.09106591906138	0.999908703907958	24	17	0.006626227186951	0.114873283156445	FL
K17495	Trt	AN1	-3.5956801787562	1.16355321472668	24	24	0.0066417104337038	0.115020117331302	FL
K00631	Trt	AT	0.574567730807557	0.185969828933683	24	24	0.0066514402261922	0.115067109398262	FL
K16417	Trt	FV2	3.19509298873214	1.0346034386626	24	24	0.0066706328447019	0.115277532827305	FL
K13378	Trt	AT	0.746675770860734	0.24188054033566	24	24	0.0066887817704153	0.115469495826118	FL
K15371	Trt	AN2	0.770318910385727	0.249863168679338	24	24	0.0067462873334579	0.116339760534922	FL
K08081	Trt	AT	0.879599613993511	0.285443489449906	24	24	0.0067671729036874	0.116577348340834	FL
K00817	Trt	AT	0.309738666731672	0.101337946489169	24	24	0.0067955088110457	0.116942649004355	FL
K00943	Trt	AT	-0.497488261510109	0.162793150212056	24	24	0.006803508096784	0.116957581538007	FL
K00665	Trt	FV1	2.52398869367218	0.82008663164448	24	22	0.006822584798812	0.117162712775412	FL
K05362	Trt	AT	0.945575934514114	0.309801047420756	24	24	0.0068593922748097	0.11754862414512	FL
K01075	Trt	AT	0.764724926412872	0.250513567328838	24	24	0.0068530357311761	0.11754862414512	FL
K06974	Trt	AT	-1.64926822689834	0.536468110910335	24	24	0.0068724419442078	0.117649319295417	FL
K12528	Trt	FV1	0.495970612255305	0.161704926375597	24	24	0.006978761894466	0.118725824760626	FL
K13038	Trt	FV1	0.394060136127072	0.128470045124967	24	24	0.00697581647507	0.118725824760626	FL
K22393	Trt	FV2	-1.07958531562273	0.351812455444322	24	24	0.0069563249432946	0.118725824760626	FL
K00147	Trt	AT	0.280658323196728	0.0915049865490129	24	24	0.0069787117049348	0.118725824760626	FL
K01134	Trt	AT	1.01866332599404	0.332019940788387	24	24	0.0069646639702987	0.118725824760626	FL
K11214	Trt	AT	-0.709433932539786	0.231280185932795	24	24	0.0069744569805874	0.118725824760626	FL
K11180	Trt	FV1	0.68574453149164	0.223637219130985	24	24	0.0069908357945738	0.118804976311559	FL
K12529	Trt	FV1	0.604825968297761	0.197278182329041	24	24	0.0069979028729857	0.118804976311559	FL
K00819	Trt	AT	-0.719112897419088	0.23645917482308	24	24	0.00702642687993	0.119103687089032	FL
K00334	Trt	AT	-0.774735052278146	0.252874583273094	24	24	0.0070300225062306	0.119103687089032	FL
K00849	Trt	AT	0.272596508403996	0.0890222890099493	24	24	0.0070540837238776	0.119388001105875	FL
K15022	Trt	AN1	0.386941558518043	0.126399733201054	24	24	0.0070671050406165	0.119485074913516	FL
K04103	Trt	FV1	-2.46546351764081	0.806371587886657	24	22	0.0071243887034091	0.119958906299702	FL
K06383	Trt	AN1	0.503240456686822	0.164543492103017	24	24	0.0071102987998153	0.119958906299702	FL
K05356	Trt	FV2	-3.40163562920093	1.1125487263785	24	18	0.0071238109100019	0.119958906299702	FL
K00193	Trt	AN1	1.53214289714855	0.501089190866991	24	24	0.0071221501297385	0.119958906299702	FL
K02781	Trt	FV1	-0.678227986880131	0.222022506412515	24	24	0.0071657441201558	0.120531490841595	FL
K01079	Trt	AT	0.309766620289716	0.102266944528059	24	24	0.0072152925008438	0.1212405707109	FL
K02788	Trt	AT	1.03620968421997	0.342627089926581	24	24	0.0072894262893654	0.122208212682796	FL
K02787	Trt	AT	1.03620968421997	0.342627089926581	24	24	0.0072894262893654	0.122208212682796	FL
K00918	Trt	AN2	-0.628058578469586	0.206164631182484	24	24	0.00729523415954	0.122208212682796	FL
K15789	Trt	AT	1.29785665708143	0.426205146712952	24	24	0.0073147178824701	0.122409564563786	FL
K00246	Trt	AT	0.740492392065427	0.245112824351648	24	24	0.0073416919493284	0.122610741312614	FL
K15054	Trt	AN2	0.992619057545387	0.328558412397575	24	24	0.0073399739161229	0.122610741312614	FL
K07540	Trt	FV2	-1.85052132841048	0.608252903849601	24	24	0.0073584644028362	0.122765835408457	FL
K00405	Trt	AN1	0.77425910504589	0.256651653267834	24	24	0.0074100417518757	0.123500695864597	FL
K00836	Trt	AT	-1.15203202923523	0.381946832576367	24	24	0.0074190790924027	0.123525783873507	FL
K10793	Trt	AT	0.687899316258124	0.228213232948349	24	24	0.0074502673172095	0.123919253551964	FL
K01517	Trt	FV2	0.803745626255442	0.264848330948161	24	24	0.0074791687906889	0.124273929247517	FL
K05364	Trt	AT	0.439730417604192	0.144929212093941	24	24	0.0074893109507276	0.124316497562685	FL
K18277	Trt	FV1	2.67128129692394	0.880694929557074	24	21	0.0075045728145739	0.124318175918194	FL
K01849	Trt	FV2	0.494586336544275	0.164256503188788	24	24	0.0075026978298415	0.124318175918194	FL
K01233	Trt	AT	2.3176384523465	0.764426498907992	24	24	0.0075252128675595	0.124408761116912	FL
K09649	Trt	FV1	-2.51792651734534	0.836570098615055	24	15	0.0075229627927884	0.124408761116912	FL
K18609	Trt	AN2	2.94742050835685	0.97966149117867	24	20	0.0075427975923159	0.124573897798572	FL
K07160	Trt	AT	0.440591080758262	0.145423154341274	24	24	0.0075598126620997	0.124677860110918	FL
K04618	Trt	AN2	-4.31630140779355	1.43527322465732	24	23	0.0075642970006319	0.124677860110918	FL
K14067	Trt	FV2	-2.97487668761662	0.983123773467529	24	15	0.0076209835468086	0.125486074465524	FL
K00285	Trt	AN1	0.779575905034251	0.259617059995916	24	24	0.007638895839415	0.125654856335413	FL
K09667	Trt	FV1	0.910417254585524	0.301052726246284	24	24	0.0076508419689371	0.125725258808185	FL
K16794	Trt	AT	1.93411582383464	0.640423396130671	24	24	0.0077173275822127	0.126690863211501	FL
K07232	Trt	FV1	1.94228969761214	0.643440805622133	24	24	0.0077413986992559	0.126958938667798	FL
K15779	Trt	AN1	4.33068080245521	1.43548265972161	24	18	0.0077698261071948	0.127297850307687	FL
K15095	Trt	FV1	-1.34763897563127	0.446903319097564	24	24	0.0077926867667062	0.127417809545346	FL
K17865	Trt	AT	-1.05286933550755	0.349100452960235	24	24	0.0077852901108879	0.127417809545346	FL
K00287	Trt	AN1	-0.250837238797824	0.083208425009528	24	24	0.0078083176865448	0.127546225158701	FL
K00174	Trt	AT	-0.321048036069968	0.107355288027918	24	24	0.007845459038189	0.128006333129498	FL
K01627	Trt	AN1	0.357511397476572	0.119563831492186	24	24	0.0078520958005045	0.128006333129498	FL
K11645	Trt	FV2	0.460295262949706	0.153048254958049	24	24	0.007926608881521	0.129035206249321	FL
K02275	Trt	FV1	1.10129977873318	0.368988789109064	24	24	0.0079462723398557	0.129035206249321	FL
K21636	Trt	AT	-0.130256627385076	0.0436426273530869	24	24	0.0079466803848667	0.129035206249321	FL
K01744	Trt	AT	0.632092141393599	0.210248092028518	24	24	0.0079453441475293	0.129035206249321	FL
K07029	Trt	FV2	-0.130783524813474	0.0435302215184501	24	24	0.0079789625853503	0.129303346244808	FL
K01852	Trt	FV2	-2.06447668702281	0.687092992117505	24	22	0.0079751608948109	0.129303346244808	FL
K01635	Trt	AT	1.35177184675551	0.450076961907317	24	24	0.0079961101045663	0.129371639199663	FL
K13875	Trt	FV2	0.880703009019736	0.293249296844009	24	24	0.0079989537895401	0.129371639199663	FL
K16698	Trt	AN1	-0.535423657396768	0.17832061226331	24	24	0.0080103419308096	0.1294281848919	FL
K00886	Trt	AT	0.849013756746725	0.284932080291093	24	24	0.0080319469478712	0.129591575215958	FL
K13623	Trt	FV2	-0.954589584801992	0.318082556357484	24	24	0.008036258048453	0.129591575215958	FL
K10986	Trt	AT	1.78304494242301	0.598542052801168	24	24	0.0080446120344607	0.12959885792255	FL
K00002	Trt	AT	0.26964029333299	0.0899336105822111	24	24	0.0080854081913728	0.130000680724033	FL
K13049	Trt	FV1	-0.518900975669455	0.17430244057097	24	24	0.0080790162497066	0.130000680724033	FL
K00441	Trt	AT	-1.38052199531499	0.460638771038307	24	24	0.0081068400048491	0.130090191858635	FL
K01597	Trt	FV1	-1.17478568817215	0.391955580145385	24	24	0.0081021965648204	0.130090191858635	FL
K11848	Trt	AT	2.49614264131566	0.83332291678617	24	19	0.0081339201066896	0.130397155180557	FL
K18107	Trt	FV2	-2.63680176052026	0.880786958011754	24	21	0.0081637958257989	0.130647377208591	FL
K05573	Trt	FV2	-3.14809710764244	1.05161167490964	24	18	0.0081654610755369	0.130647377208591	FL
K01425	Trt	AN1	-0.429868867277841	0.143673736122554	24	24	0.0081935839815843	0.130969568516552	FL
K00285	Trt	FV2	0.771052546378958	0.259617059995916	24	24	0.0082036835127224	0.131003319969472	FL
K16044	Trt	FV2	0.446644826224266	0.149407703524421	24	24	0.008238105008266	0.131425021532649	FL
K00064	Trt	AT	-1.16307885939267	0.389183768834985	24	24	0.0082544154984919	0.131557253814643	FL
K02821	Trt	AT	0.726382331436938	0.244944238565856	24	24	0.0082834710431023	0.131892160297939	FL
K00294	Trt	AT	-0.663348455928701	0.222192535352266	24	24	0.0083080689369941	0.132027452099519	FL
K19003	Trt	FV2	-0.66813492352072	0.223780233697237	24	24	0.008304407061714	0.132027452099519	FL
K00423	Trt	FV1	1.57857919877117	0.529126967048063	24	24	0.0083453421327305	0.132363260132283	FL
K22215	Trt	AT	1.83917838527484	0.616453395503467	24	24	0.0083431355453419	0.132363260132283	FL
K22012	Trt	FV2	-1.36526111382135	0.458096347271114	24	24	0.0084001432589882	0.132975240779351	FL
K02124	Trt	AT	-0.487539187046972	0.164746459629402	24	24	0.008395094050453	0.132975240779351	FL
K08728	Trt	FV1	-0.824993983161016	0.276933295897206	24	24	0.0084226685162282	0.133203243651055	FL
K16849	Trt	AT	0.437096019410751	0.146817724879485	24	24	0.0084568350002744	0.133601445828266	FL
K06166	Trt	AT	1.53844286235225	0.516823402502521	24	24	0.008464140378998	0.133601445828266	FL
K08967	Trt	FV2	1.36824799040454	0.463557337392082	24	24	0.0085365058446718	0.133970043878103	FL
K18687	Trt	AT	0.614753478896645	0.206735791036258	24	24	0.008520357286654	0.133970043878103	FL
K15511	Trt	FV2	-2.26467010284934	0.761386331180353	24	23	0.0085061409616891	0.133970043878103	FL
K00794	Trt	FV1	0.354319254156191	0.11918634261226	24	24	0.0085349056436451	0.133970043878103	FL
K13658	Trt	FV1	-3.11992232758049	1.04935159534515	24	24	0.0085281309963835	0.133970043878103	FL
K15680	Trt	AT	2.27172515065862	0.764017320346712	24	22	0.0085244245558961	0.133970043878103	FL
K15552	Trt	AT	-1.88134930040773	0.633372002332142	24	24	0.0085794841490504	0.134515812661977	FL
K15895	Trt	FV2	-1.36841905758466	0.460826538893998	24	24	0.0085956017407869	0.13463979804098	FL
K18107	Trt	FV1	-2.61419517713666	0.880786958011754	24	21	0.0086224667858246	0.13489418889708	FL
K00374	Trt	AT	0.728327380424139	0.245417737993855	24	24	0.0086282929361607	0.13489418889708	FL
K05894	Trt	AN2	-1.84257460890804	0.625504327558275	24	24	0.0086460575444317	0.135043184503505	FL
K01572	Trt	AT	-0.357313137301292	0.121366414491564	24	24	0.0086771464765488	0.135077024631864	FL
K15054	Trt	FV2	0.967090040145462	0.328558412397575	24	24	0.0086894061577205	0.135077024631864	FL
K00406	Trt	FV2	0.851323838935785	0.289152919572707	24	24	0.0086750119460336	0.135077024631864	FL
K01415	Trt	FV1	-1.45509360792881	0.494207812270001	24	24	0.0086732137945305	0.135077024631864	FL
K00929	Trt	AT	-0.345862290513046	0.116656586321425	24	24	0.0086819731052334	0.135077024631864	FL
K02191	Trt	AN1	0.660066030959245	0.224305248259155	24	24	0.0087029864716229	0.135160017172932	FL
K22427	Trt	AN2	-1.03032883807923	0.348044938582932	24	24	0.0087646940309234	0.13583671016094	FL
K01819	Trt	AT	0.611467165048191	0.206599599737599	24	24	0.0087770116627602	0.13583671016094	FL
K01265	Trt	FV2	-0.100033658312087	0.0340396128361293	24	24	0.0087781619709316	0.13583671016094	FL
K00603	Trt	AT	0.380353276379154	0.128527178064712	24	24	0.0087835629785669	0.13583671016094	FL
K01848	Trt	FV1	0.520125528307146	0.175772369405749	24	24	0.0087879725293144	0.13583671016094	FL
K12972	Trt	AN1	0.379906715273009	0.128477095734636	24	24	0.0088270536696104	0.136312316555189	FL
K14260	Trt	AT	0.464690378275316	0.15720704689421	24	24	0.0088474717756761	0.136370805564932	FL
K08790	Trt	AT	2.17074609064522	0.734360432684989	24	24	0.0088464453133607	0.136370805564932	FL
K13609	Trt	AT	0.780849815719215	0.266134896811318	24	24	0.0088680500148993	0.136431538690759	FL
K13370	Trt	FV1	-1.31240450818949	0.444092198030831	24	24	0.0088599137198187	0.136431538690759	FL
K10815	Trt	AN2	0.81706107486043	0.276589298232287	24	24	0.0088824273997303	0.136524657315443	FL
K03476	Trt	AN1	0.371138321481932	0.125752335139907	24	24	0.0089338610395698	0.136974021975968	FL
K08259	Trt	AN2	1.78521235849622	0.605042558287441	24	24	0.0089488157298882	0.136974021975968	FL
K01822	Trt	FV1	1.48280388713938	0.506044970636405	24	24	0.0089423768189053	0.136974021975968	FL
K00800	Trt	AT	-0.228764539103504	0.077539034504112	24	24	0.0089534238755023	0.136974021975968	FL
K06123	Trt	AT	-1.16765589617759	0.398463014407126	24	24	0.0089381650744963	0.136974021975968	FL
K15898	Trt	FV2	-1.13799645756163	0.385887709468296	24	24	0.0089778060343554	0.137219029788844	FL
K21898	Trt	AT	0.301378797977485	0.102948765726324	24	24	0.0089951370365004	0.137355910054568	FL
K01580	Trt	AT	-0.90733987679489	0.307901956947236	24	24	0.0090196676348797	0.137495615898181	FL
K02188	Trt	AT	-0.403122236097227	0.136801185498744	24	24	0.0090210538235635	0.137495615898181	FL
K12444	Trt	AT	1.57676438149763	0.53524293625122	24	24	0.0090381146906257	0.137627744592629	FL
K00423	Trt	AN1	1.55818674211642	0.529126967048063	24	24	0.0090584922906725	0.137682366605217	FL
K01103	Trt	AN2	1.7747342201873	0.606828217528894	24	24	0.00905091075123	0.137682366605217	FL
K01295	Trt	AT	0.467192209226245	0.158735406626636	24	24	0.009089580683515	0.137804581231534	FL
K22230	Trt	AT	0.511598304301529	0.175003058075731	24	24	0.009075214461174	0.137804581231534	FL
K15945	Trt	AT	-3.34242462281068	1.1436763073616	24	19	0.0090917412739341	0.137804581231534	FL
K04108	Trt	AT	-1.21940034567209	0.414398318428533	24	24	0.0091018201406367	0.137829963348516	FL
K15889	Trt	AT	-0.652978374092724	0.222048584872969	24	24	0.0091382491783651	0.138126531359621	FL
K13482	Trt	FV2	0.944209257893418	0.323311235081143	24	24	0.0091329839063307	0.138126531359621	FL
K18021	Trt	AT	-2.403451648768	0.817583109576298	24	11	0.0091576330535932	0.138225815337035	FL
K19803	Trt	AT	0.99615433579742	0.338886160153302	24	24	0.0091616744677656	0.138225815337035	FL
K01114	Trt	AT	-1.72183823077381	0.590270137287369	24	24	0.0092003903585383	0.138268000793498	FL
K15511	Trt	FV1	-2.23694831635879	0.761386331180353	24	23	0.009190948997222	0.138268000793498	FL
K16593	Trt	AT	1.49669098283727	0.513081740471986	24	24	0.009199849357453	0.138268000793498	FL
K12972	Trt	AN2	0.377363977281686	0.128477095734636	24	24	0.0092063002137347	0.138268000793498	FL
